GROUP,TID,UNIT,LOW,HIGH,FUNCTION,PARAM1,PARAM2,KEY,VAL,FAIL_COUNT,TIMEOUT,DESCRIPTION
CAL_POWER_RAIL,debug_read_voltage PP1V4_EXTBUCKR2_TO_MANY_LDOSUPPLY,,0.99,1.02,get_cal_voltage,PP1V4_EXTBUCKR2_TO_MANY_LDOSUPPLY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V4_EXTBUCKR2_TO_MANY_LDOSUPPLY,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP3V0_EXTBUCKL0_TO_MANY_LDOSUPPLY,,,,relay_switch,POWER_RAIL_PATH,PP3V0_EXTBUCKL0_TO_MANY_LDOSUPPLY,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP3V0_EXTBUCKL0_TO_MANY_LDOSUPPLY,,0.99,1.02,get_cal_voltage,PP3V0_EXTBUCKL0_TO_MANY_LDOSUPPLY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP3V0_EXTBUCKL0_TO_MANY_LDOSUPPLY,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP3V0_EXTBUCKR0_TO_MANY_LDOSUPPLY,,,,relay_switch,POWER_RAIL_PATH,PP3V0_EXTBUCKR0_TO_MANY_LDOSUPPLY,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP3V0_EXTBUCKR0_TO_MANY_LDOSUPPLY,,0.99,1.02,get_cal_voltage,PP3V0_EXTBUCKR0_TO_MANY_LDOSUPPLY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP3V0_EXTBUCKR0_TO_MANY_LDOSUPPLY,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V9_LDOJL1_TO_JCAML_DVDD2_PHY,,,,relay_switch,POWER_RAIL_PATH,PP0V9_LDOJL1_TO_JCAML_DVDD2_PHY,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V9_LDOJL1_TO_JCAML_DVDD2_PHY,,0.99,1.02,get_cal_voltage,PP0V9_LDOJL1_TO_JCAML_DVDD2_PHY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V9_LDOJL1_TO_JCAML_DVDD2_PHY,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V9_LDOJR1_TO_JCAMR_DVDD2_PHY,,,,relay_switch,POWER_RAIL_PATH,PP0V9_LDOJR1_TO_JCAMR_DVDD2_PHY,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V9_LDOJR1_TO_JCAMR_DVDD2_PHY,,0.99,1.02,get_cal_voltage,PP0V9_LDOJR1_TO_JCAMR_DVDD2_PHY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V9_LDOJR1_TO_JCAMR_DVDD2_PHY,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V9_LDOMR1_TO_MCAMR_DVDD2_PHY,,,,relay_switch,POWER_RAIL_PATH,PP0V9_LDOMR1_TO_MCAMR_DVDD2_PHY,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V9_LDOMR1_TO_MCAMR_DVDD2_PHY,,0.99,1.02,get_cal_voltage,PP0V9_LDOMR1_TO_MCAMR_DVDD2_PHY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V9_LDOMR1_TO_MCAMR_DVDD2_PHY,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V75_LDODL0_TO_DCAML_DVDD1_CORE,,,,relay_switch,POWER_RAIL_PATH,PP0V75_LDODL0_TO_DCAML_DVDD1_CORE,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V75_LDODL0_TO_DCAML_DVDD1_CORE,,0.99,1.02,get_cal_voltage,PP0V75_LDODL0_TO_DCAML_DVDD1_CORE,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V75_LDODL0_TO_DCAML_DVDD1_CORE,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V75_LDODR0_TO_DCAMR_DVDD1_CORE,,,,relay_switch,POWER_RAIL_PATH,PP0V75_LDODR0_TO_DCAMR_DVDD1_CORE,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V75_LDODR0_TO_DCAMR_DVDD1_CORE,,0.99,1.02,get_cal_voltage,PP0V75_LDODR0_TO_DCAMR_DVDD1_CORE,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V75_LDODR0_TO_DCAMR_DVDD1_CORE,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V75_LDOJL0_TO_JCAML_DVDD1_CORE,,,,relay_switch,POWER_RAIL_PATH,PP0V75_LDOJL0_TO_JCAML_DVDD1_CORE,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V75_LDOJL0_TO_JCAML_DVDD1_CORE,,0.99,1.02,get_cal_voltage,PP0V75_LDOJL0_TO_JCAML_DVDD1_CORE,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V75_LDOJL0_TO_JCAML_DVDD1_CORE,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V75_LDOJR0_TO_JCAMR_DVDD1_CORE,,,,relay_switch,POWER_RAIL_PATH,PP0V75_LDOJR0_TO_JCAMR_DVDD1_CORE,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V75_LDOJR0_TO_JCAMR_DVDD1_CORE,,0.99,1.02,get_cal_voltage,PP0V75_LDOJR0_TO_JCAMR_DVDD1_CORE,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V75_LDOJR0_TO_JCAMR_DVDD1_CORE,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V75_LDOMR0_TO_MCAMR_DVDD1_CORE,,,,relay_switch,POWER_RAIL_PATH,PP0V75_LDOMR0_TO_MCAMR_DVDD1_CORE,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V75_LDOMR0_TO_MCAMR_DVDD1_CORE,,0.99,1.02,get_cal_voltage,PP0V75_LDOMR0_TO_MCAMR_DVDD1_CORE,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V75_LDOMR0_TO_MCAMR_DVDD1_CORE,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V75_LDOSL0_TO_SCAML_DVDD1_CORE,,,,relay_switch,POWER_RAIL_PATH,PP0V75_LDOSL0_TO_SCAML_DVDD1_CORE,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V75_LDOSL0_TO_SCAML_DVDD1_CORE,,0.99,1.02,get_cal_voltage,PP0V75_LDOSL0_TO_SCAML_DVDD1_CORE,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V75_LDOSL0_TO_SCAML_DVDD1_CORE,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V75_LDOSR0_TO_SCAMR_DVDD1_CORE,,,,relay_switch,POWER_RAIL_PATH,PP0V75_LDOSR0_TO_SCAMR_DVDD1_CORE,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V75_LDOSR0_TO_SCAMR_DVDD1_CORE,,0.99,1.02,get_cal_voltage,PP0V75_LDOSR0_TO_SCAMR_DVDD1_CORE,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V75_LDOSR0_TO_SCAMR_DVDD1_CORE,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V2_LDOP0_TO_PCAM_DVDD_CORE_PHY,,,,relay_switch,POWER_RAIL_PATH,PP1V2_LDOP0_TO_PCAM_DVDD_CORE_PHY,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V2_LDOP0_TO_PCAM_DVDD_CORE_PHY,,0.99,1.02,get_cal_voltage,PP1V2_LDOP0_TO_PCAM_DVDD_CORE_PHY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V2_LDOP0_TO_PCAM_DVDD_CORE_PHY,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V2_LDOX0_TO_XCAM_DVDD_CORE_PHY,,,,relay_switch,POWER_RAIL_PATH,PP1V2_LDOX0_TO_XCAM_DVDD_CORE_PHY,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V2_LDOX0_TO_XCAM_DVDD_CORE_PHY,,0.99,1.02,get_cal_voltage,PP1V2_LDOX0_TO_XCAM_DVDD_CORE_PHY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V2_LDOX0_TO_XCAM_DVDD_CORE_PHY,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V3_LDOJL3_TO_JCAML_AVDD2_ADC,,,,relay_switch,POWER_RAIL_PATH,PP1V3_LDOJL3_TO_JCAML_AVDD2_ADC,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V3_LDOJL3_TO_JCAML_AVDD2_ADC,,0.99,1.02,get_cal_voltage,PP1V3_LDOJL3_TO_JCAML_AVDD2_ADC,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V3_LDOJL3_TO_JCAML_AVDD2_ADC,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V3_LDOJR3_TO_JCAMR_AVDD2_ADC,,,,relay_switch,POWER_RAIL_PATH,PP1V3_LDOJR3_TO_JCAMR_AVDD2_ADC,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V3_LDOJR3_TO_JCAMR_AVDD2_ADC,,0.99,1.02,get_cal_voltage,PP1V3_LDOJR3_TO_JCAMR_AVDD2_ADC,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V3_LDOJR3_TO_JCAMR_AVDD2_ADC,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V3_LDOML3_TO_MCAML_AVDD2_ADC,,,,relay_switch,POWER_RAIL_PATH,PP1V3_LDOML3_TO_MCAML_AVDD2_ADC,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V3_LDOML3_TO_MCAML_AVDD2_ADC,,0.99,1.02,get_cal_voltage,PP1V3_LDOML3_TO_MCAML_AVDD2_ADC,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V3_LDOML3_TO_MCAML_AVDD2_ADC,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V3_LDOMR3_TO_MCAMR_AVDD2_ADC,,,,relay_switch,POWER_RAIL_PATH,PP1V3_LDOMR3_TO_MCAMR_AVDD2_ADC,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V3_LDOMR3_TO_MCAMR_AVDD2_ADC,,0.99,1.02,get_cal_voltage,PP1V3_LDOMR3_TO_MCAMR_AVDD2_ADC,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V3_LDOMR3_TO_MCAMR_AVDD2_ADC,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP2V8_LDOJL2_TO_JCAML_AVDD1_PIXEL,,,,relay_switch,POWER_RAIL_PATH,PP2V8_LDOJL2_TO_JCAML_AVDD1_PIXEL,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP2V8_LDOJL2_TO_JCAML_AVDD1_PIXEL,,0.99,1.02,get_cal_voltage,PP2V8_LDOJL2_TO_JCAML_AVDD1_PIXEL,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP2V8_LDOJL2_TO_JCAML_AVDD1_PIXEL,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP2V8_LDOJR2_TO_JCAMR_AVDD1_PIXEL,,,,relay_switch,POWER_RAIL_PATH,PP2V8_LDOJR2_TO_JCAMR_AVDD1_PIXEL,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP2V8_LDOJR2_TO_JCAMR_AVDD1_PIXEL,,0.99,1.02,get_cal_voltage,PP2V8_LDOJR2_TO_JCAMR_AVDD1_PIXEL,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP2V8_LDOJR2_TO_JCAMR_AVDD1_PIXEL,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP2V8_LDOML2_TO_MCAML_AVDD1_PIXEL,,,,relay_switch,POWER_RAIL_PATH,PP2V8_LDOML2_TO_MCAML_AVDD1_PIXEL,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP2V8_LDOML2_TO_MCAML_AVDD1_PIXEL,,0.99,1.02,get_cal_voltage,PP2V8_LDOML2_TO_MCAML_AVDD1_PIXEL,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP2V8_LDOML2_TO_MCAML_AVDD1_PIXEL,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP2V8_LDOMR2_TO_MCAMR_AVDD1_PIXEL,,,,relay_switch,POWER_RAIL_PATH,PP2V8_LDOMR2_TO_MCAMR_AVDD1_PIXEL,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP2V8_LDOMR2_TO_MCAMR_AVDD1_PIXEL,,0.99,1.02,get_cal_voltage,PP2V8_LDOMR2_TO_MCAMR_AVDD1_PIXEL,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP2V8_LDOMR2_TO_MCAMR_AVDD1_PIXEL,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP3V3_LDOP1_TO_PPRJ_SVDD_CAPSNS,,,,relay_switch,POWER_RAIL_PATH,PP3V3_LDOP1_TO_PPRJ_SVDD_CAPSNS,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP3V3_LDOP1_TO_PPRJ_SVDD_CAPSNS,,0.99,1.02,get_cal_voltage,PP3V3_LDOP1_TO_PPRJ_SVDD_CAPSNS,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP3V3_LDOP1_TO_PPRJ_SVDD_CAPSNS,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP3V3_LDOX1_TO_XCAM_AVDD_TX,,,,relay_switch,POWER_RAIL_PATH,PP3V3_LDOX1_TO_XCAM_AVDD_TX,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP3V3_LDOX1_TO_XCAM_AVDD_TX,,0.99,1.02,get_cal_voltage,PP3V3_LDOX1_TO_XCAM_AVDD_TX,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP3V3_LDOX1_TO_XCAM_AVDD_TX,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP3V3_LDOX2_TO_XPMU_VDD,,,,relay_switch,POWER_RAIL_PATH,PP3V3_LDOX2_TO_XPMU_VDD,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP3V3_LDOX2_TO_XPMU_VDD,,0.99,1.02,get_cal_voltage,PP3V3_LDOX2_TO_XPMU_VDD,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP3V3_LDOX2_TO_XPMU_VDD,,-10,10,read_cal_offset,,,,,,50000,



CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP_CSOC_VDD_DISP,,,,relay_switch,POWER_RAIL_PATH,PP_CSOC_VDD_DISP,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP_CSOC_VDD_DISP,,0.99,1.02,get_cal_voltage,PP_CSOC_VDD_DISP,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP_CSOC_VDD_DISP,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP_CSOC_VDD_SOC,,,,relay_switch,POWER_RAIL_PATH,PP_CSOC_VDD_SOC,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP_CSOC_VDD_SOC,,0.99,1.02,get_cal_voltage,PP_CSOC_VDD_SOC,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP_CSOC_VDD_SOC,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP_CSOC_VDD2_S2,,,,relay_switch,POWER_RAIL_PATH,PP_CSOC_VDD2_S2,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP_CSOC_VDD2_S2,,0.99,1.02,get_cal_voltage,PP_CSOC_VDD2_S2,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP_CSOC_VDD2_S2,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V8_CPMU_S2,,,,relay_switch,POWER_RAIL_PATH,PP1V8_CPMU_S2,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V8_CPMU_S2,,0.99,1.02,get_cal_voltage,PP1V8_CPMU_S2,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V8_CPMU_S2,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V9_CPMU_S2,,,,relay_switch,POWER_RAIL_PATH,PP0V9_CPMU_S2,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V9_CPMU_S2,,0.99,1.02,get_cal_voltage,PP0V9_CPMU_S2,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V9_CPMU_S2,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP_CSOC_VDD_ICS_PHY,,,,relay_switch,POWER_RAIL_PATH,PP_CSOC_VDD_ICS_PHY,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP_CSOC_VDD_ICS_PHY,,0.99,1.02,get_cal_voltage,PP_CSOC_VDD_ICS_PHY,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP_CSOC_VDD_ICS_PHY,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V25_CPMU_S2,,,,relay_switch,POWER_RAIL_PATH,PP1V25_CPMU_S2,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V25_CPMU_S2,,0.99,1.02,get_cal_voltage,PP1V25_CPMU_S2,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V25_CPMU_S2,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V63_CSOC_VDDQ,,,,relay_switch,POWER_RAIL_PATH,PP0V63_CSOC_VDDQ,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V63_CSOC_VDDQ,,0.99,1.02,get_cal_voltage,PP0V63_CSOC_VDDQ,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V63_CSOC_VDDQ,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP_CSOC_VDD_ICS_MCU,,,,relay_switch,POWER_RAIL_PATH,PP_CSOC_VDD_ICS_MCU,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP_CSOC_VDD_ICS_MCU,,0.99,1.02,get_cal_voltage,PP_CSOC_VDD_ICS_MCU,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP_CSOC_VDD_ICS_MCU,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V8_CSOC_VDD_FIXED,,,,relay_switch,POWER_RAIL_PATH,PP0V8_CSOC_VDD_FIXED,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V8_CSOC_VDD_FIXED,,0.99,1.02,get_cal_voltage,PP0V8_CSOC_VDD_FIXED,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V8_CSOC_VDD_FIXED,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V2_CSOC_VDD12,,,,relay_switch,POWER_RAIL_PATH,PP1V2_CSOC_VDD12,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V2_CSOC_VDD12,,0.99,1.02,get_cal_voltage,PP1V2_CSOC_VDD12,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V2_CSOC_VDD12,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP_CSOC_VDD_SRAM,,,,relay_switch,POWER_RAIL_PATH,PP_CSOC_VDD_SRAM,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP_CSOC_VDD_SRAM,,0.99,1.02,get_cal_voltage,PP_CSOC_VDD_SRAM,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP_CSOC_VDD_SRAM,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V95_CPMU,,,,relay_switch,POWER_RAIL_PATH,PP0V95_CPMU,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V95_CPMU,,0.99,1.02,get_cal_voltage,PP0V95_CPMU,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V95_CPMU,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V2_CSOC_VDD12_S2,,,,relay_switch,POWER_RAIL_PATH,PP1V2_CSOC_VDD12_S2,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V2_CSOC_VDD12_S2,,0.99,1.02,get_cal_voltage,PP1V2_CSOC_VDD12_S2,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V2_CSOC_VDD12_S2,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP3V0_CLDO7_TO_PENROSE,,,,relay_switch,POWER_RAIL_PATH,PP3V0_CLDO7_TO_PENROSE,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP3V0_CLDO7_TO_PENROSE,,0.99,1.02,get_cal_voltage,PP3V0_CLDO7_TO_PENROSE,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP3V0_CLDO7_TO_PENROSE,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V8_CPMU_ALWAYS,,,,relay_switch,POWER_RAIL_PATH,PP1V8_CPMU_ALWAYS,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V8_CPMU_ALWAYS,,0.99,1.02,get_cal_voltage,PP1V8_CPMU_ALWAYS,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V8_CPMU_ALWAYS,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V8_CLDO2,,,,relay_switch,POWER_RAIL_PATH,PP1V8_CLDO2,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V8_CLDO2,,0.99,1.02,get_cal_voltage,PP1V8_CLDO2,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V8_CLDO2,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP0V7_CSOC_VDD_LOW_S2,,,,relay_switch,POWER_RAIL_PATH,PP0V7_CSOC_VDD_LOW_S2,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP0V7_CSOC_VDD_LOW_S2,,0.99,1.02,get_cal_voltage,PP0V7_CSOC_VDD_LOW_S2,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP0V7_CSOC_VDD_LOW_S2,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V2_CLDO8,,,,relay_switch,POWER_RAIL_PATH,PP1V2_CLDO8,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V2_CLDO8,,0.99,1.02,get_cal_voltage,PP1V2_CLDO8,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V2_CLDO8,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP_CSOC_VDD_CIO,,,,relay_switch,POWER_RAIL_PATH,PP_CSOC_VDD_CIO,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP_CSOC_VDD_CIO,,0.99,1.02,get_cal_voltage,PP_CSOC_VDD_CIO,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP_CSOC_VDD_CIO,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V8_CPMU_SW1,,,,relay_switch,POWER_RAIL_PATH,PP1V8_CPMU_SW1,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V8_CPMU_SW1,,0.99,1.02,get_cal_voltage,PP1V8_CPMU_SW1,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V8_CPMU_SW1,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V2_CPMU_SW5,,,,relay_switch,POWER_RAIL_PATH,PP1V2_CPMU_SW5,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V2_CPMU_SW5,,0.99,1.02,get_cal_voltage,PP1V2_CPMU_SW5,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V2_CPMU_SW5,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay POWER_RAIL_PATH to PP1V8_CPMU_SW2,,,,relay_switch,POWER_RAIL_PATH,PP1V8_CPMU_SW2,,,,20000,
CAL_POWER_RAIL,debug_read_voltage PP1V8_CPMU_SW2,,0.99,1.02,get_cal_voltage,PP1V8_CPMU_SW2,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset PP1V8_CPMU_SW2,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay GPIO_ARRAY_TO_DMM_TABLE to IO_PMU_ACE_TO_SOC_FORCE_DFU,,,,adg_relay_switch,GPIO_ARRAY_TO_DMM_TABLE,IO_PMU_ACE_TO_SOC_FORCE_DFU,,,,20000,
CAL_POWER_RAIL,debug_read_voltage IO_PMU_ACE_TO_SOC_FORCE_DFU,,0.99,1.02,get_cal_voltage,IO_PMU_ACE_TO_SOC_FORCE_DFU,0@5000@power_rail,,,,50000,
CAL_POWER_RAIL,read_offset IO_PMU_ACE_TO_SOC_FORCE_DFU,,-10,10,read_cal_offset,,,,,,50000,

CAL_POWER_RAIL,Relay GPIO_ARRAY_TO_DMM_TABLE to IO_SOC_TO_ACE_RMBNRT_DFU_STATUS,,,,adg_relay_switch,GPIO_ARRAY_TO_DMM_TABLE,IO_SOC_TO_ACE_RMBNRT_DFU_STATUS,,,,20000,
